Día,Cajero,Monto,Hora de la transacción
28,Cajero 204,"6,8",22:3
28,Cajero 7,"6,17",22:3
28,Cajero 95,"2,34",22:5
28,Cajero 159,"6,35",22:7
28,Cajero 61,"7,39",22:8
28,Cajero 17,"3,43",22:10
28,Cajero 226,"3,89",22:10
28,Cajero 60,"2,87",22:12
28,Cajero 27,"7,47",22:14
28,Cajero 39,"5,1",22:17
28,Cajero 62,"4,16",22:18
28,Cajero 9,"3,43",22:19
28,Cajero 71,"6,51",22:21
28,Cajero 193,"6,62",22:22
28,Cajero 32,"5,62",22:23
28,Cajero 98,"6,13",22:25
28,Cajero 224,"4,55",22:26
28,Cajero 25,"4,45",22:26
28,Cajero 205,"2,76",22:29
28,Cajero 117,"6,1",22:30
28,Cajero 201,"5,59",22:32
28,Cajero 200,"2,41",22:33
28,Cajero 218,"5,5",22:35
28,Cajero 183,"3,11",22:38
28,Cajero 13,"3,7",22:40
28,Cajero 45,"2,97",22:42
28,Cajero 136,"4,56",22:43
28,Cajero 224,"5,48",22:46
28,Cajero 181,"3,45",22:48
28,Cajero 209,"5,99",22:48
28,Cajero 171,"3,17",22:48
28,Cajero 62,"6,95",22:48
28,Cajero 223,"5,35",22:49
28,Cajero 214,"7,21",22:50
28,Cajero 212,"4,1",22:52
28,Cajero 190,"6,53",22:54
28,Cajero 141,"6,15",22:57
28,Cajero 101,"7,77",22:58
28,Cajero 13,"4,46",23:1
28,Cajero 174,"4,08",23:1
28,Cajero 166,"6,17",23:3
28,Cajero 45,"6,26",23:6
28,Cajero 25,"4,67",23:8
28,Cajero 134,"5,59",23:8
28,Cajero 224,"7,5",23:11
28,Cajero 195,"5,71",23:13
28,Cajero 70,"5,91",23:15
28,Cajero 85,"3,34",23:15
28,Cajero 73,"6,37",23:16
28,Cajero 186,"6,21",23:18
28,Cajero 39,"5,07",23:20
28,Cajero 154,"7,86",23:21
28,Cajero 163,"4,53",23:23
28,Cajero 52,"2,84",23:23
28,Cajero 18,"5,08",23:23
28,Cajero 155,"5,93",23:24
28,Cajero 196,"3,41",23:26
28,Cajero 118,"5,21",23:29
28,Cajero 31,"2,83",23:29
28,Cajero 69,"3,3",23:29
28,Cajero 226,"7,87",23:31
28,Cajero 226,"4,13",23:34
28,Cajero 57,"3,12",23:35
28,Cajero 76,"7,42",23:36
28,Cajero 175,"4,72",23:39
28,Cajero 23,"7,72",23:39
28,Cajero 2,"4,89",23:40
28,Cajero 200,"4,03",23:40
28,Cajero 9,"3,52",23:42
28,Cajero 155,"4,2",23:43
28,Cajero 30,"5,53",23:43
28,Cajero 77,"4,54",23:45
28,Cajero 202,"2,77",23:47
28,Cajero 23,"2,72",23:50
28,Cajero 44,"5,4",23:53
28,Cajero 110,"2,8",23:54
28,Cajero 63,"2,72",23:56
28,Cajero 26,"7,79",23:56
28,Cajero 121,"6,27",23:57
28,Cajero 192,"3,59",23:57
28,Cajero 2,"5,45",23:57
28,Cajero 36,"7,11",23:58
29,Cajero 12,"6,94",0:1
29,Cajero 94,"5,55",0:3
29,Cajero 5,"6,4",0:5
29,Cajero 37,"6,78",0:6
29,Cajero 66,"7,19",0:8
29,Cajero 69,"4,31",0:10
29,Cajero 230,"5,35",0:10
29,Cajero 11,"7,79",0:13
29,Cajero 48,"4,69",0:15
29,Cajero 142,"7,19",0:16
29,Cajero 21,"2,86",0:18
29,Cajero 5,"5,05",0:21
29,Cajero 20,"3,02",0:21
29,Cajero 104,"3,06",0:22
29,Cajero 92,"3,8",0:22
29,Cajero 47,"6,42",0:24
29,Cajero 17,"4,28",0:26
29,Cajero 217,"7,49",0:29
29,Cajero 138,"4,19",0:31
29,Cajero 186,"6,14",0:33
29,Cajero 135,"7,55",0:34
29,Cajero 63,"3,78",0:35
29,Cajero 205,"7,67",0:38
29,Cajero 164,"4,71",0:39
29,Cajero 186,"6,66",0:41
29,Cajero 30,"2,57",0:42
29,Cajero 195,"5,38",0:44
29,Cajero 204,"4,55",0:45
29,Cajero 111,"2,39",0:47
29,Cajero 34,"2,87",0:49
29,Cajero 20,"7,37",0:50
29,Cajero 57,"5,28",0:52
29,Cajero 123,"4,37",0:52
29,Cajero 194,"6,04",0:53
29,Cajero 115,"3,98",0:55
29,Cajero 58,"5,36",0:55
29,Cajero 49,"2,51",0:58
29,Cajero 82,"6,28",1:1
29,Cajero 145,"4,1",1:2
29,Cajero 84,"6,69",1:3
29,Cajero 11,"4,56",1:3
29,Cajero 189,"5,06",1:5
29,Cajero 182,"2,48",1:6
29,Cajero 187,"2,55",1:8
29,Cajero 16,"4,89",1:8
29,Cajero 132,"3,23",1:9
29,Cajero 111,"3,58",1:11
29,Cajero 71,"6,98",1:13
29,Cajero 197,"5,06",1:15
29,Cajero 219,"3,56",1:17
29,Cajero 64,"3,81",1:19
29,Cajero 113,"7,35",1:21
29,Cajero 41,"7,4",1:22
29,Cajero 66,"2,83",1:24
29,Cajero 10,"6,66",1:26
29,Cajero 69,"2,56",1:28
29,Cajero 52,"6,9",1:31
29,Cajero 126,"3,06",1:33
29,Cajero 202,"3,65",1:36
29,Cajero 160,"5,34",1:38
29,Cajero 166,"3,85",1:38
29,Cajero 150,"5,42",1:41
29,Cajero 200,"2,61",1:43
29,Cajero 144,"4,59",1:45
29,Cajero 202,"7,41",1:47
29,Cajero 104,"6,28",1:48
29,Cajero 188,"3,12",1:49
29,Cajero 209,"4,37",1:51
29,Cajero 25,"6,48",1:53
29,Cajero 181,"2,55",1:54
29,Cajero 229,"7,89",1:55
29,Cajero 71,"4,45",1:55
29,Cajero 168,"3,63",1:58
29,Cajero 135,"6,03",2:0
29,Cajero 54,"2,91",2:3
29,Cajero 113,"6,09",2:3
29,Cajero 59,"3,03",2:6
29,Cajero 63,"7,42",2:8
29,Cajero 186,"6,74",2:8
29,Cajero 178,"4,07",2:10
29,Cajero 28,"4,87",2:12
29,Cajero 62,"5,54",2:13
29,Cajero 210,"2,67",2:14
29,Cajero 62,"5,75",2:17
29,Cajero 55,"2,46",2:18
29,Cajero 112,"5,78",2:18
29,Cajero 167,"2,58",2:19
29,Cajero 167,"7,12",2:21
29,Cajero 223,"6,82",2:23
29,Cajero 71,"6,92",2:25
29,Cajero 230,"4,9",2:27
29,Cajero 76,"3,44",2:29
29,Cajero 212,"3,01",2:31
29,Cajero 123,"6,58",2:32
29,Cajero 79,"5,81",2:35
29,Cajero 106,"2,59",2:35
29,Cajero 184,"7,47",2:38
29,Cajero 166,"6,55",2:38
29,Cajero 23,"5,4",2:40
29,Cajero 56,"6,83",2:42
29,Cajero 91,"5,53",2:44
29,Cajero 149,"6,3",2:46
29,Cajero 206,"6,12",2:47
29,Cajero 147,"6,59",2:48
29,Cajero 57,"7,3",2:49
29,Cajero 96,"4,48",2:49
29,Cajero 144,"6,88",2:52
29,Cajero 143,"6,72",2:54
29,Cajero 57,"6,03",2:56
29,Cajero 8,"3,73",2:57
29,Cajero 69,"5,51",2:57
29,Cajero 5,"3,77",3:0
29,Cajero 11,"5,56",3:2
29,Cajero 199,"7,57",3:3
29,Cajero 38,"7,19",3:4
29,Cajero 69,"4,32",3:5
29,Cajero 90,"6,29",3:7
29,Cajero 179,"4,35",3:7
29,Cajero 186,"6,74",3:8
29,Cajero 97,"5,35",3:10
29,Cajero 186,"4,27",3:11
29,Cajero 9,"4,04",3:11
29,Cajero 181,"3,22",3:11
29,Cajero 175,"7,04",3:13
29,Cajero 111,"7,58",3:14
29,Cajero 68,"4,39",3:15
29,Cajero 4,"7,59",3:16
29,Cajero 221,"6,95",3:19
29,Cajero 140,"5,65",3:19
29,Cajero 10,"2,82",3:21
29,Cajero 21,"4,21",3:24
29,Cajero 95,"2,95",3:26
29,Cajero 20,"4,89",3:28
29,Cajero 136,"6,73",3:30
29,Cajero 126,"7,07",3:33
29,Cajero 130,"2,4",3:34
29,Cajero 215,"3,88",3:37
29,Cajero 147,"6,9",3:39
29,Cajero 30,"6,38",3:39
29,Cajero 108,"6,26",3:40
29,Cajero 155,"2,31",3:41
29,Cajero 87,"3,33",3:43
29,Cajero 108,"5,46",3:45
29,Cajero 166,"7,11",3:47
29,Cajero 21,"5,31",3:49
29,Cajero 206,"7,01",3:50
29,Cajero 156,"4,15",3:50
29,Cajero 87,"4,8",3:53
29,Cajero 78,"3,05",3:54
29,Cajero 25,"3,9",3:55
29,Cajero 193,"6,67",3:55
29,Cajero 70,"3,75",3:56
29,Cajero 4,"2,88",3:58
29,Cajero 71,"6,02",4:1
29,Cajero 90,"6,89",4:1
29,Cajero 89,"2,98",4:2
29,Cajero 99,"3,78",4:4
29,Cajero 158,"3,03",4:7
29,Cajero 153,"6,65",4:9
29,Cajero 195,"2,38",4:11
29,Cajero 147,"5,75",4:12
29,Cajero 109,"3,06",4:15
29,Cajero 216,"5,26",4:16
29,Cajero 183,"3,56",4:17
29,Cajero 155,"6,97",4:18
29,Cajero 226,"6,21",4:19
29,Cajero 122,"4,53",4:21
29,Cajero 143,"7,51",4:22
29,Cajero 32,"2,89",4:24
29,Cajero 15,"5,76",4:25
29,Cajero 74,"2,76",4:28
29,Cajero 115,"5,53",4:28
29,Cajero 137,"4,94",4:29
29,Cajero 122,"3,29",4:31
29,Cajero 107,"5,23",4:33
29,Cajero 83,"6,43",4:34
29,Cajero 27,"4,44",4:36
29,Cajero 20,"3,11",4:39
29,Cajero 152,"7,64",4:40
29,Cajero 23,"3,25",4:43
29,Cajero 230,"4,33",4:44
29,Cajero 61,"6,39",4:47
29,Cajero 158,"6,34",4:49
29,Cajero 38,"6,26",4:50
29,Cajero 126,"3,67",4:52
29,Cajero 134,"3,53",4:53
29,Cajero 107,"7,05",4:54
29,Cajero 49,"3,84",4:57
29,Cajero 95,"4,77",4:57
29,Cajero 142,"3,83",4:59
29,Cajero 136,"6,7",5:0
29,Cajero 36,"2,54",5:3
29,Cajero 107,"6,42",5:5
29,Cajero 90,"4,17",5:8
29,Cajero 31,"5,57",5:8
29,Cajero 99,"4,4",5:10
29,Cajero 9,"3,74",5:11
29,Cajero 15,"4,75",5:14
29,Cajero 193,"6,88",5:16
29,Cajero 1,"4,97",5:16
29,Cajero 99,"5,73",5:17
29,Cajero 6,"7,22",5:18
29,Cajero 176,"5,03",5:20
29,Cajero 83,"4,05",5:22
29,Cajero 116,"7,05",5:24
29,Cajero 141,"5,17",5:24
29,Cajero 34,"3,67",5:27
29,Cajero 223,"6,18",5:27
29,Cajero 42,"4,08",5:30
29,Cajero 51,"5,27",5:31
29,Cajero 175,"2,5",5:32
29,Cajero 200,"4,66",5:33
29,Cajero 219,"7,09",5:33
29,Cajero 169,"2,87",5:34
29,Cajero 89,"6,28",5:35
29,Cajero 55,"7,46",5:37
29,Cajero 103,"3,73",5:38
29,Cajero 159,"5,79",5:40
29,Cajero 41,"6,19",5:41
29,Cajero 186,"5,19",5:43
29,Cajero 132,"2,55",5:44
29,Cajero 108,"6,24",5:45
29,Cajero 188,"3,96",5:46
29,Cajero 201,"6,54",5:49
29,Cajero 164,"4,76",5:51
29,Cajero 26,"6,41",5:52
29,Cajero 126,"4,25",5:53
29,Cajero 180,"6,93",5:55
29,Cajero 177,"5,07",5:58
29,Cajero 128,"3,84",6:1
29,Cajero 39,"5,94",6:1
29,Cajero 153,"3,24",6:1
29,Cajero 16,"4,62",6:2
29,Cajero 211,"2,61",6:5
29,Cajero 186,"5,52",6:7
29,Cajero 184,"6,47",6:10
29,Cajero 137,"2,72",6:12
29,Cajero 32,"7,72",6:15
29,Cajero 94,6,6:18
29,Cajero 23,"6,03",6:18
29,Cajero 53,"4,6",6:20
29,Cajero 174,"4,47",6:20
29,Cajero 5,"7,66",6:22
29,Cajero 15,"6,65",6:24
29,Cajero 125,"4,8",6:25
29,Cajero 108,"4,08",6:28
29,Cajero 37,"7,62",6:28
29,Cajero 106,"6,2",6:30
29,Cajero 95,"4,67",6:31
29,Cajero 162,"6,63",6:32
29,Cajero 160,"5,96",6:33
29,Cajero 111,"5,31",6:34
29,Cajero 123,"5,22",6:36
29,Cajero 98,"2,74",6:38
29,Cajero 18,"3,24",6:39
29,Cajero 210,"3,49",6:40
29,Cajero 169,"5,82",6:43
29,Cajero 24,"5,13",6:45
29,Cajero 185,"5,5",6:45
29,Cajero 79,"2,86",6:47
29,Cajero 166,"3,01",6:47
29,Cajero 73,"5,76",6:49
29,Cajero 198,"6,19",6:49
29,Cajero 216,"6,72",6:50
29,Cajero 31,"5,08",6:51
29,Cajero 48,"7,89",6:54
29,Cajero 191,"6,47",6:54
29,Cajero 7,"6,65",6:55
29,Cajero 175,"7,06",6:57
29,Cajero 205,"4,98",6:58
29,Cajero 209,"7,09",6:59
29,Cajero 165,"6,11",7:2
29,Cajero 192,"5,65",7:4
29,Cajero 170,"2,75",7:7
29,Cajero 166,"7,33",7:8
29,Cajero 34,"3,8",7:9
29,Cajero 24,"6,42",7:11
29,Cajero 157,"6,09",7:11
29,Cajero 13,"4,33",7:13
29,Cajero 25,"3,28",7:13
29,Cajero 147,"4,37",7:14
29,Cajero 108,5,7:14
29,Cajero 192,"7,85",7:17
29,Cajero 108,"5,54",7:19
29,Cajero 210,"3,07",7:20
29,Cajero 125,"6,39",7:20
29,Cajero 141,"3,7",7:23
29,Cajero 177,"7,62",7:24
29,Cajero 177,"4,72",7:26
29,Cajero 153,"3,47",7:28
29,Cajero 21,"2,77",7:31
29,Cajero 143,"4,07",7:31
29,Cajero 226,"3,43",7:32
29,Cajero 141,"5,58",7:34
29,Cajero 70,"3,16",7:36
29,Cajero 128,6,7:38
29,Cajero 26,"5,23",7:38
29,Cajero 165,"5,69",7:39
29,Cajero 3,"5,15",7:40
29,Cajero 149,"6,33",7:43
29,Cajero 89,"5,58",7:44
29,Cajero 117,"4,14",7:45
29,Cajero 102,"7,14",7:47
29,Cajero 121,"2,67",7:47
29,Cajero 216,"5,84",7:48
29,Cajero 67,"2,67",7:50
29,Cajero 178,"6,7",7:52
29,Cajero 203,"5,26",7:52
29,Cajero 105,"4,13",7:53
29,Cajero 198,"6,6",7:54
29,Cajero 153,"4,44",7:57
29,Cajero 50,"4,45",8:0
29,Cajero 125,"6,77",8:1
29,Cajero 197,"4,6",8:3
29,Cajero 125,"7,04",8:6
29,Cajero 66,"4,54",8:6
29,Cajero 128,"4,5",8:8
29,Cajero 21,"4,46",8:10
29,Cajero 129,"6,35",8:13
29,Cajero 81,"2,34",8:13
29,Cajero 74,"6,87",8:15
29,Cajero 204,"4,29",8:18
29,Cajero 140,"7,41",8:20
29,Cajero 204,"3,99",8:20
29,Cajero 69,"7,77",8:23
29,Cajero 164,"7,22",8:25
29,Cajero 178,"5,78",8:27
29,Cajero 230,"2,58",8:29
29,Cajero 89,"5,64",8:29
29,Cajero 140,"5,29",8:31
29,Cajero 108,"2,83",8:32
29,Cajero 41,"7,85",8:34
29,Cajero 26,"4,98",8:35
29,Cajero 53,"3,8",8:35
29,Cajero 68,"7,03",8:37
29,Cajero 63,"5,41",8:39
29,Cajero 110,"2,6",8:40
29,Cajero 55,"4,87",8:41
29,Cajero 30,"6,96",8:42
29,Cajero 10,"3,78",8:45
29,Cajero 26,"5,09",8:47
29,Cajero 5,"6,86",8:48
29,Cajero 154,"7,28",8:50
29,Cajero 154,"3,14",8:51
29,Cajero 174,"4,79",8:51
29,Cajero 142,"6,2",8:54
29,Cajero 215,"2,96",8:54
29,Cajero 15,"5,88",8:55
29,Cajero 5,"7,39",8:57
29,Cajero 20,"4,71",8:57
29,Cajero 104,"5,92",8:59
29,Cajero 48,"6,34",9:1
29,Cajero 7,"4,45",9:1
29,Cajero 30,"5,36",9:4
29,Cajero 24,"4,52",9:7
29,Cajero 144,"2,67",9:10
29,Cajero 167,"7,47",9:11
29,Cajero 228,"3,49",9:12
29,Cajero 107,"2,85",9:15
29,Cajero 174,"6,9",9:16
29,Cajero 130,"6,77",9:17
29,Cajero 127,"6,14",9:17
29,Cajero 4,"4,12",9:18
29,Cajero 67,"7,14",9:18
29,Cajero 24,"4,48",9:21
29,Cajero 62,"5,44",9:23
29,Cajero 198,"5,17",9:24
29,Cajero 170,"3,91",9:26
29,Cajero 183,"7,7",9:28
29,Cajero 88,"4,35",9:30
29,Cajero 209,"5,87",9:30
29,Cajero 208,"7,21",9:32
29,Cajero 80,"5,93",9:33
29,Cajero 180,"7,89",9:33
29,Cajero 27,"7,34",9:34
29,Cajero 37,"2,72",9:36
29,Cajero 146,"7,33",9:37
29,Cajero 139,"7,55",9:40
29,Cajero 9,"7,32",9:42
29,Cajero 221,"3,93",9:45
29,Cajero 139,"6,24",9:46
29,Cajero 67,"4,88",9:47
29,Cajero 184,"5,88",9:50
29,Cajero 53,3,9:53
29,Cajero 189,"4,83",9:54
29,Cajero 125,"4,8",9:56
29,Cajero 100,"6,52",9:58
29,Cajero 193,"5,08",10:1
29,Cajero 44,"3,83",10:3
29,Cajero 50,"6,78",10:4
29,Cajero 63,"4,16",10:5
29,Cajero 67,"7,79",10:7
29,Cajero 44,"5,83",10:9
29,Cajero 148,"2,8",10:11
29,Cajero 170,"5,73",10:14
29,Cajero 26,"4,59",10:16
29,Cajero 190,"7,59",10:16
29,Cajero 81,"2,44",10:18
29,Cajero 74,"4,24",10:18
29,Cajero 9,"4,08",10:20
29,Cajero 229,"5,3",10:22
29,Cajero 15,"5,97",10:23
29,Cajero 34,"6,81",10:25
29,Cajero 166,"6,18",10:28
29,Cajero 81,"2,37",10:28
29,Cajero 137,"7,18",10:31
29,Cajero 145,"7,25",10:34
29,Cajero 24,"3,8",10:37
29,Cajero 135,"2,59",10:39
29,Cajero 86,"2,91",10:39
29,Cajero 109,"2,32",10:40
29,Cajero 32,"4,76",10:42
29,Cajero 211,"4,83",10:44
29,Cajero 121,"4,82",10:45
29,Cajero 17,"7,61",10:48
29,Cajero 146,"3,83",10:49
29,Cajero 142,"3,33",10:50
29,Cajero 197,"4,91",10:53
29,Cajero 59,"6,3",10:53
29,Cajero 79,"7,04",10:55
29,Cajero 164,"4,49",10:56
29,Cajero 154,"7,15",10:57
29,Cajero 7,"3,61",10:58
29,Cajero 40,"4,54",11:0
29,Cajero 21,"7,56",11:2
29,Cajero 4,"6,77",11:5
29,Cajero 13,"3,53",11:7
29,Cajero 61,"3,93",11:9
29,Cajero 7,"6,25",11:12
29,Cajero 143,"4,44",11:12
29,Cajero 95,"5,21",11:14
29,Cajero 69,"2,42",11:17
29,Cajero 213,"5,52",11:18
29,Cajero 76,"5,52",11:20
29,Cajero 206,"7,28",11:21
29,Cajero 80,"2,78",11:21
29,Cajero 78,"6,67",11:23
29,Cajero 11,"4,93",11:25
29,Cajero 27,"6,47",11:27
29,Cajero 14,"3,98",11:28
29,Cajero 186,"2,5",11:31
29,Cajero 96,"4,32",11:33
29,Cajero 174,"4,31",11:35
29,Cajero 214,"3,24",11:37
29,Cajero 135,"3,41",11:37
29,Cajero 10,"2,69",11:40
29,Cajero 72,"4,09",11:40
29,Cajero 148,"2,66",11:41
29,Cajero 126,"6,49",11:43
29,Cajero 34,"4,96",11:44
29,Cajero 56,"7,85",11:45
29,Cajero 76,"7,39",11:48
29,Cajero 205,"3,49",11:50
29,Cajero 224,"5,61",11:53
29,Cajero 119,"6,54",11:55
29,Cajero 212,"2,94",11:56
29,Cajero 192,"5,78",11:58
29,Cajero 19,"6,52",12:1
29,Cajero 213,"7,73",12:3
29,Cajero 169,"5,57",12:5
29,Cajero 130,"5,54",12:7
29,Cajero 23,"6,48",12:7
29,Cajero 137,"7,4",12:10
29,Cajero 212,"5,87",12:12
29,Cajero 97,"2,95",12:13
29,Cajero 92,"6,78",12:14
29,Cajero 9,"5,59",12:16
29,Cajero 153,"7,35",12:18
29,Cajero 72,"7,18",12:19
29,Cajero 231,"5,41",12:21
29,Cajero 170,"5,92",12:23
29,Cajero 67,"7,81",12:24
29,Cajero 137,"6,43",12:25
29,Cajero 66,"6,03",12:28
29,Cajero 54,"5,34",12:28
29,Cajero 26,"4,86",12:31
29,Cajero 51,"4,45",12:34
29,Cajero 55,"4,24",12:35
29,Cajero 151,"4,68",12:37
29,Cajero 47,"7,69",12:38
29,Cajero 169,"7,56",12:39
29,Cajero 44,"4,69",12:41
29,Cajero 74,"4,99",12:41
29,Cajero 76,"4,13",12:42
29,Cajero 112,"6,64",12:43
29,Cajero 32,"4,5",12:44
29,Cajero 109,"4,88",12:47
29,Cajero 206,"3,9",12:48
29,Cajero 82,"4,4",12:50
29,Cajero 164,"3,44",12:50
29,Cajero 187,"5,75",12:52
29,Cajero 231,6,12:53
29,Cajero 29,"3,31",12:55
29,Cajero 187,"5,83",12:56
29,Cajero 122,"3,61",12:58
29,Cajero 161,"5,7",12:59
29,Cajero 221,"4,06",13:0
29,Cajero 164,"2,95",13:2
29,Cajero 200,"2,6",13:5
29,Cajero 111,"5,23",13:6
29,Cajero 128,"2,57",13:8
29,Cajero 3,"5,89",13:9
29,Cajero 96,"6,44",13:10
29,Cajero 60,"2,55",13:12
29,Cajero 129,"3,7",13:12
29,Cajero 19,"3,49",13:15
29,Cajero 197,"5,33",13:16
29,Cajero 68,"2,9",13:16
29,Cajero 10,"4,99",13:17
29,Cajero 170,"6,43",13:18
29,Cajero 76,"5,03",13:18
29,Cajero 4,"4,04",13:21
29,Cajero 230,4,13:21
29,Cajero 185,"4,34",13:22
29,Cajero 173,"6,63",13:25
29,Cajero 121,"3,98",13:28
29,Cajero 128,"6,68",13:28
29,Cajero 159,"3,61",13:30
29,Cajero 174,"6,54",13:31
29,Cajero 168,"3,69",13:32
29,Cajero 79,"3,65",13:33
29,Cajero 205,"5,64",13:36
29,Cajero 140,"4,23",13:37
29,Cajero 88,"3,34",13:39
29,Cajero 94,"3,28",13:41
29,Cajero 134,"4,16",13:44
29,Cajero 3,"2,77",13:46
29,Cajero 193,"7,54",13:47
29,Cajero 120,"4,77",13:49
29,Cajero 156,"7,7",13:51
29,Cajero 219,"7,57",13:54
29,Cajero 67,"3,45",13:55
29,Cajero 212,"5,77",13:57
29,Cajero 188,"4,53",13:57
29,Cajero 117,"2,87",13:59
29,Cajero 66,"7,31",14:0
29,Cajero 227,"3,46",14:2
29,Cajero 2,"7,48",14:2
29,Cajero 55,"3,17",14:5
29,Cajero 212,"5,3",14:6
29,Cajero 52,"4,9",14:7
29,Cajero 20,"7,4",14:10
29,Cajero 191,"3,09",14:10
29,Cajero 29,"7,28",14:12
29,Cajero 86,"3,2",14:14
29,Cajero 139,"7,78",14:16
29,Cajero 230,"3,94",14:18
29,Cajero 30,"3,73",14:21
29,Cajero 87,"6,89",14:22
29,Cajero 214,"4,13",14:24
29,Cajero 132,"3,16",14:26
29,Cajero 209,"6,29",14:26
29,Cajero 200,"4,43",14:29
29,Cajero 98,"4,01",14:30
29,Cajero 53,"3,95",14:31
29,Cajero 120,"3,69",14:31
29,Cajero 116,"7,12",14:33
29,Cajero 74,"5,7",14:35
29,Cajero 96,"3,14",14:37
29,Cajero 223,"7,2",14:38
29,Cajero 99,"7,8",14:39
29,Cajero 107,"5,39",14:41
29,Cajero 18,"4,16",14:41
29,Cajero 230,"6,94",14:42
29,Cajero 114,"4,59",14:44
29,Cajero 114,"5,09",14:46
29,Cajero 168,"2,56",14:46
29,Cajero 67,"3,11",14:48
29,Cajero 216,"7,61",14:49
29,Cajero 85,"4,23",14:49
29,Cajero 6,"6,55",14:49
29,Cajero 90,"5,38",14:51
29,Cajero 98,"6,73",14:52
29,Cajero 202,"7,82",14:54
29,Cajero 42,"6,63",14:55
29,Cajero 19,"3,97",14:55
29,Cajero 58,"7,71",14:57
29,Cajero 93,"4,49",14:58
29,Cajero 213,"2,71",15:0
29,Cajero 198,"5,52",15:2
29,Cajero 84,"7,66",15:2
29,Cajero 157,"4,65",15:5
29,Cajero 10,"4,03",15:7
29,Cajero 218,"3,16",15:8
29,Cajero 164,"5,23",15:9
29,Cajero 11,"7,68",15:10
29,Cajero 185,"5,56",15:11
29,Cajero 200,"5,01",15:12
29,Cajero 182,"6,79",15:14
29,Cajero 159,"5,15",15:16
29,Cajero 68,"6,6",15:16
29,Cajero 192,"2,85",15:18
29,Cajero 46,"3,9",15:20
29,Cajero 64,"3,21",15:22
29,Cajero 129,"6,73",15:22
29,Cajero 134,"5,56",15:23
29,Cajero 87,"5,97",15:23
29,Cajero 118,"4,27",15:24
29,Cajero 106,"4,91",15:25
29,Cajero 95,"6,31",15:28
29,Cajero 208,"6,99",15:30
29,Cajero 143,"7,39",15:30
29,Cajero 50,"3,88",15:32
29,Cajero 185,"4,27",15:34
29,Cajero 120,"2,35",15:35
29,Cajero 222,"2,6",15:36
29,Cajero 52,"4,91",15:37
29,Cajero 91,"6,08",15:39
29,Cajero 8,"2,5",15:42
29,Cajero 141,"2,97",15:43
29,Cajero 202,5,15:46
29,Cajero 210,"6,52",15:47
29,Cajero 181,"7,55",15:49
29,Cajero 120,"7,85",15:50
29,Cajero 16,"6,18",15:52
29,Cajero 57,"4,24",15:53
29,Cajero 218,"5,88",15:55
29,Cajero 115,"6,63",15:58
29,Cajero 58,"7,24",16:1
29,Cajero 13,"7,01",16:1
29,Cajero 144,"3,04",16:1
29,Cajero 112,"3,87",16:2
29,Cajero 88,"2,34",16:3
29,Cajero 156,"5,16",16:4
29,Cajero 112,"3,5",16:6
29,Cajero 124,"5,42",16:6
29,Cajero 169,"5,68",16:6
29,Cajero 141,"5,68",16:8
29,Cajero 10,"4,93",16:8
29,Cajero 14,"7,5",16:9
29,Cajero 30,"2,31",16:10
29,Cajero 155,"2,52",16:10
29,Cajero 162,"6,22",16:10
29,Cajero 207,"6,61",16:13
29,Cajero 38,"5,6",16:15
29,Cajero 183,"4,88",16:17
29,Cajero 205,"4,55",16:18
29,Cajero 75,"7,62",16:21
29,Cajero 149,"6,23",16:24
29,Cajero 93,"4,83",16:25
29,Cajero 46,"3,64",16:25
29,Cajero 115,"5,51",16:28
29,Cajero 3,"2,78",16:30
29,Cajero 201,"5,48",16:31
29,Cajero 12,"6,23",16:31
29,Cajero 134,"6,79",16:32
29,Cajero 101,"3,88",16:34
29,Cajero 153,"4,54",16:36
29,Cajero 133,"6,43",16:39
29,Cajero 84,"5,24",16:42
29,Cajero 101,"5,44",16:44
29,Cajero 127,"6,76",16:46
29,Cajero 61,"2,86",16:49
29,Cajero 162,"7,43",16:51
29,Cajero 219,"2,78",16:54
29,Cajero 183,"4,18",16:55
29,Cajero 207,"3,75",16:58
29,Cajero 172,"6,75",16:59
29,Cajero 138,"6,71",17:0
29,Cajero 33,7,17:2
29,Cajero 191,"2,71",17:3
29,Cajero 230,"7,09",17:4
29,Cajero 56,"6,67",17:6
29,Cajero 51,"2,65",17:8
29,Cajero 217,"5,08",17:9
29,Cajero 134,"6,86",17:11
29,Cajero 97,"4,82",17:13
29,Cajero 214,"4,95",17:14
29,Cajero 199,"2,43",17:15
29,Cajero 216,"6,64",17:15
29,Cajero 216,"6,72",17:18
29,Cajero 226,"5,66",17:19
29,Cajero 143,"3,41",17:20
29,Cajero 159,"5,65",17:20
29,Cajero 130,"3,53",17:22
29,Cajero 26,"2,86",17:24
29,Cajero 218,7,17:24
29,Cajero 4,"3,03",17:27
29,Cajero 91,"3,77",17:29
29,Cajero 24,"2,95",17:30
29,Cajero 160,"6,79",17:32
29,Cajero 126,"7,13",17:35
29,Cajero 195,"6,38",17:36
29,Cajero 123,"3,14",17:38
29,Cajero 86,"7,52",17:40
29,Cajero 82,"7,49",17:42
29,Cajero 227,"4,68",17:44
29,Cajero 159,"6,06",17:44
29,Cajero 162,"5,51",17:46
29,Cajero 17,"3,41",17:49
29,Cajero 95,"3,03",17:49
29,Cajero 173,"3,52",17:52
29,Cajero 18,"3,13",17:53
29,Cajero 207,"3,92",17:55
29,Cajero 38,"5,11",17:56
29,Cajero 39,"5,15",17:59
